# Step 0, Time: 0 s
Name Mass Px Py Pz Vx Vy Vz
      Rhea 2.310000e+21 1.432783e+12 9.924834e+08 2.362687e-10 7.632410e+03 5.665425e+03 3.057056e-15
   Iapetus 1.810000e+21 1.429838e+12 -1.723076e+08 2.378496e-10 1.490020e+03 6.784565e+03 3.077900e-15
     Dione 1.100000e+21 1.433319e+12 1.720591e+09 2.361190e-10 -5.456492e+03 1.728586e+04 3.054977e-15
    Tethys 6.170000e+20 1.432703e+12 1.387169e+09 2.361637e-10 2.710181e+03 -9.260873e+02 3.057067e-15
 Enceladus 1.080000e+20 1.432969e+12 1.253102e+09 2.361690e-10 1.339669e+04 5.631571e+03 3.056497e-15
     Mimas 3.750000e+19 1.432920e+12 1.659070e+09 2.361466e-10 -1.177718e+04 5.398091e+03 3.056319e-15
   Miranda 6.590000e+19 2.877007e+12 1.145278e+09 2.803373e-11 -7.239829e+03 8.110261e+03 3.625146e-16
     Ariel 1.350000e+21 2.876834e+12 9.049633e+08 2.803525e-11 2.859864e+03 2.530079e+03 3.625582e-16
   Umbriel 1.170000e+21 2.877231e+12 1.151075e+09 2.803274e-11 -1.968470e+03 1.111140e+04 3.624810e-16
   Titania 3.420000e+21 2.877378e+12 8.260423e+08 2.803186e-11 1.768810e+03 1.004877e+04 3.624648e-16
    Oberon 3.000000e+21 2.876918e+12 1.600888e+09 2.802770e-11 -3.145275e+03 6.356304e+03 3.624716e-16
    Triton 2.140000e+22 4.503298e+12 6.408073e+08 7.207551e-12 2.432288e+03 9.185058e+03 9.317124e-17
Asteroid_1 9.550021e+17 4.110436e+10 -2.552916e+10 8.489971e+08 2.764422e+04 4.449937e+04 -1.459098e+02

# Step 42, Time: 1.512000e+05 s
Name Mass Px Py Pz Vx Vy Vz
       Sun 1.989000e+30 3.454075e+03 1.341794e+01 5.912853e-06 4.360976e-02 2.541281e-04 7.451089e-11
   Mercury 3.301000e+23 5.741510e+10 7.390057e+09 1.236877e-05 -6.114850e+03 4.748722e+04 1.596936e-10
     Venus 4.867000e+24 1.080610e+11 5.418828e+09 1.476595e-06 -1.754582e+03 3.497706e+04 1.922481e-11
     Earth 5.972000e+24 1.495275e+11 4.608904e+09 4.319787e-07 -9.145095e+02 2.976250e+04 5.570786e-12
      Mars 6.417000e+23 2.278687e+11 3.735157e+09 9.436275e-08 -3.955896e+02 2.412683e+04 1.206509e-12
   Jupiter 1.898000e+27 7.784975e+11 2.023418e+09 1.651104e-09 -3.433567e+01 1.307186e+04 2.091256e-14
    Saturn 5.683000e+26 1.432999e+12 1.498393e+09 2.474213e-10 -9.702398e+00 9.679150e+03 3.129328e-15
    Uranus 8.681000e+25 2.877000e+12 1.052635e+09 2.937042e-11 -2.314038e+00 6.799970e+03 3.711760e-16
   Neptune 1.024000e+26 4.503000e+12 8.404414e+08 7.550767e-12 -9.168641e-01 5.428475e+03 9.539864e-17
      Moon 7.342000e+22 1.498458e+11 4.395546e+09 4.302142e-07 -3.420304e+02 3.061589e+04 5.544780e-12
    Phobos 1.070000e+16 2.278747e+11 3.740841e+09 9.436232e-08 -1.343948e+03 2.656470e+04 1.206303e-12
    Deimos 1.480000e+15 2.278725e+11 3.758135e+09 9.435894e-08 -1.692494e+03 2.462561e+04 1.206392e-12
        Io 8.930000e+22 7.786218e+11 1.621490e+09 1.651541e-09 1.655243e+04 1.819511e+04 2.090788e-14
    Europa 4.800000e+22 7.778720e+11 2.282468e+09 1.650618e-09 -6.169446e+03 8.701849e+02 2.093805e-14
  Ganymede 1.480000e+23 7.774899e+11 2.322653e+09 1.652131e-09 -3.396330e+03 2.514734e+03 2.094405e-14
  Callisto 1.080000e+23 7.767433e+11 2.677995e+09 1.658965e-09 -2.923780e+03 5.351163e+03 2.102050e-14
     Titan 1.345000e+23 1.433891e+12 6.730066e+08 2.472242e-10 3.800852e+03 1.378375e+04 3.126082e-15
      Rhea 2.310000e+21 1.432811e+12 1.014541e+09 2.475371e-10 7.844361e+03 6.127034e+03 3.130101e-15
   Iapetus 1.810000e+21 1.429844e+12 -1.478654e+08 2.491950e-10 1.499361e+03 6.789521e+03 3.151519e-15
     Dione 1.100000e+21 1.433297e+12 1.780987e+09 2.473803e-10 -6.089465e+03 1.677675e+04 3.128118e-15
    Tethys 6.170000e+20 1.432718e+12 1.385148e+09 2.474324e-10 4.123689e+03 -5.614657e+02 3.130195e-15
 Enceladus 1.080000e+20 1.433019e+12 1.284138e+09 2.474350e-10 1.382752e+04 8.621065e+03 3.129432e-15
     Mimas 3.750000e+19 1.432882e+12 1.668281e+09 2.474131e-10 -1.062286e+04 2.558754e+03 3.129582e-15
   Miranda 6.590000e+19 2.876980e+12 1.169029e+09 2.936996e-11 -7.327238e+03 6.597326e+03 3.711743e-16
     Ariel 1.350000e+21 2.876845e+12 9.151171e+08 2.937161e-11 3.251483e+03 2.820511e+03 3.712111e-16
   Umbriel 1.170000e+21 2.877223e+12 1.190563e+09 2.936883e-11 -2.236781e+03 1.096892e+04 3.711345e-16
   Titania 3.420000e+21 2.877384e+12 8.624102e+08 2.936787e-11 1.668743e+03 1.010220e+04 3.711160e-16
    Oberon 3.000000e+21 2.876906e+12 1.623549e+09 2.936376e-11 -3.136489e+03 6.294626e+03 3.711269e-16
    Triton 2.140000e+22 4.503306e+12 6.742508e+08 7.550967e-12 2.258723e+03 9.289861e+03 9.539321e-17
Asteroid_1 9.550021e+17 4.120325e+10 -2.536857e+10 8.484590e+08 2.747091e+04 4.460702e+04 -1.494897e+02

# Step 43, Time: 1.548000e+05 s
Name Mass Px Py Pz Vx Vy Vz
       Sun 1.989000e+30 3.614721e+03 1.437636e+01 6.187276e-06 4.462371e-02 2.662265e-04 7.622866e-11
   Mercury 3.301000e+23 5.739258e+10 7.560945e+09 1.295795e-05 -6.256293e+03 4.746901e+04 1.636616e-10
     Venus 4.867000e+24 1.080545e+11 5.544738e+09 1.547568e-06 -1.795352e+03 3.497501e+04 1.971460e-11
     Earth 5.972000e+24 1.495242e+11 4.716047e+09 4.525299e-07 -9.357535e+02 2.976178e+04 5.708674e-12
      Mars 6.417000e+23 2.278672e+11 3.822013e+09 9.881097e-08 -4.047885e+02 2.412668e+04 1.235617e-12
   Jupiter 1.898000e+27 7.784973e+11 2.070476e+09 1.728155e-09 -3.514911e+01 1.307177e+04 2.140330e-14
    Saturn 5.683000e+26 1.432999e+12 1.533238e+09 2.589501e-10 -9.921326e+00 9.679133e+03 3.202461e-15
    Uranus 8.681000e+25 2.877000e+12 1.077114e+09 3.073781e-11 -2.370663e+00 6.799969e+03 3.798308e-16
   Neptune 1.024000e+26 4.503000e+12 8.599839e+08 7.902204e-12 -9.032796e-01 5.428455e+03 9.762134e-17
      Moon 7.342000e+22 1.498445e+11 4.505780e+09 4.506686e-07 -3.714041e+02 3.062070e+04 5.681797e-12
    Phobos 1.070000e+16 2.278639e+11 3.830905e+09 9.881021e-08 -2.989491e+03 2.501763e+04 1.235525e-12
    Deimos 1.480000e+15 2.278662e+11 3.845777e+09 9.880689e-08 -1.748001e+03 2.434499e+04 1.235543e-12
        Io 8.930000e+22 7.786787e+11 1.695853e+09 1.728566e-09 1.579008e+04 2.065635e+04 2.139573e-14
    Europa 4.800000e+22 7.778531e+11 2.284230e+09 1.727769e-09 -5.251098e+03 4.894005e+02 2.143074e-14
  Ganymede 1.480000e+23 7.774791e+11 2.331283e+09 1.729302e-09 -3.001327e+03 2.397201e+03 2.143638e-14
  Callisto 1.080000e+23 7.767332e+11 2.697096e+09 1.736416e-09 -2.802633e+03 5.305653e+03 2.151416e-14
     Titan 1.345000e+23 1.433905e+12 7.228542e+08 2.587410e-10 3.732760e+03 1.384654e+04 3.199092e-15
      Rhea 2.310000e+21 1.432840e+12 1.038298e+09 2.590684e-10 8.027817e+03 6.599152e+03 3.203152e-15
   Iapetus 1.810000e+21 1.429849e+12 -1.234051e+08 2.608056e-10 1.508686e+03 6.794507e+03 3.225151e-15
     Dione 1.100000e+21 1.433273e+12 1.839373e+09 2.589049e-10 -6.677607e+03 1.621844e+04 3.201285e-15
    Tethys 6.170000e+20 1.432738e+12 1.385124e+09 2.589644e-10 5.501384e+03 -6.661404e+00 3.203318e-15
 Enceladus 1.080000e+20 1.433068e+12 1.325751e+09 2.589635e-10 1.356030e+04 1.155914e+04 3.202374e-15
     Mimas 3.750000e+19 1.432850e+12 1.668034e+09 2.589434e-10 -8.802588e+03 -6.869962e+01 3.202858e-15
   Miranda 6.590000e+19 2.876955e+12 1.187464e+09 3.073737e-11 -7.078596e+03 5.120984e+03 3.798350e-16
     Ariel 1.350000e+21 2.876858e+12 9.264389e+08 3.073912e-11 3.615741e+03 3.144945e+03 3.798645e-16
   Umbriel 1.170000e+21 2.877214e+12 1.229479e+09 3.073607e-11 -2.494325e+03 1.080993e+04 3.797891e-16
   Titania 3.420000e+21 2.877390e+12 8.989593e+08 3.073504e-11 1.567023e+03 1.015252e+04 3.797679e-16
    Oberon 3.000000e+21 2.876895e+12 1.645988e+09 3.073098e-11 -3.126483e+03 6.233116e+03 3.797832e-16
    Triton 2.140000e+22 4.503314e+12 7.080420e+08 7.902382e-12 2.080653e+03 9.386450e+03 9.761534e-17
Asteroid_1 9.550021e+17 4.130152e+10 -2.520760e+10 8.479079e+08 2.729717e+04 4.471399e+04 -1.530673e+02

# Step 44, Time: 1.584000e+05 s
Name Mass Px Py Pz Vx Vy Vz
       Sun 1.989000e+30 3.779016e+03 1.537934e+01 6.467880e-06 4.563764e-02 2.786057e-04 7.794535e-11
   Mercury 3.301000e+23 5.736955e+10 7.731767e+09 1.356146e-05 -6.397683e+03 4.745039e+04 1.676408e-10
     Venus 4.867000e+24 1.080479e+11 5.670641e+09 1.620311e-06 -1.836121e+03 3.497292e+04 2.020633e-11
     Earth 5.972000e+24 1.495207e+11 4.823186e+09 4.735788e-07 -9.569963e+02 2.976104e+04 5.846920e-12
      Mars 6.417000e+23 2.278657e+11 3.908868e+09 1.033641e-07 -4.139874e+02 2.412653e+04 1.264768e-12
   Jupiter 1.898000e+27 7.784972e+11 2.117534e+09 1.806975e-09 -3.594528e+01 1.307167e+04 2.189421e-14
    Saturn 5.683000e+26 1.432999e+12 1.568083e+09 2.707423e-10 -1.013984e+01 9.679116e+03 3.275608e-15
    Uranus 8.681000e+25 2.877000e+12 1.101594e+09 3.213636e-11 -2.427193e+00 6.799967e+03 3.884865e-16
   Neptune 1.024000e+26 4.503000e+12 8.795262e+08 8.261643e-12 -8.888387e-01 5.428437e+03 9.984420e-17
      Moon 7.342000e+22 1.498431e+11 4.616032e+09 4.716176e-07 -4.008296e+02 3.062543e+04 5.819162e-12
    Phobos 1.070000e+16 2.278553e+11 3.915178e+09 1.033635e-07 -2.403281e+03 2.340913e+04 1.264814e-12
    Deimos 1.480000e+15 2.278599e+11 3.932438e+09 1.033600e-07 -1.745269e+03 2.407260e+04 1.264739e-12
        Io 8.930000e+22 7.787314e+11 1.778747e+09 1.807347e-09 1.464226e+04 2.302604e+04 2.188371e-14
    Europa 4.800000e+22 7.778376e+11 2.284870e+09 1.806694e-09 -4.312620e+03 1.776864e+02 2.192348e-14
  Ganymede 1.480000e+23 7.774697e+11 2.339544e+09 1.808246e-09 -2.602186e+03 2.294777e+03 2.192885e-14
  Callisto 1.080000e+23 7.767235e+11 2.716039e+09 1.815645e-09 -2.680754e+03 5.262071e+03 2.200798e-14
     Titan 1.345000e+23 1.433918e+12 7.729237e+08 2.705206e-10 3.663620e+03 1.390820e+04 3.272114e-15
      Rhea 2.310000e+21 1.432869e+12 1.063785e+09 2.708628e-10 8.182354e+03 7.079954e+03 3.276210e-15
   Iapetus 1.810000e+21 1.429855e+12 -9.892684e+07 2.726812e-10 1.517994e+03 6.799526e+03 3.298795e-15
     Dione 1.100000e+21 1.433247e+12 1.895585e+09 2.706930e-10 -7.217610e+03 1.561443e+04 3.274476e-15
    Tethys 6.170000e+20 1.432762e+12 1.387784e+09 2.707595e-10 6.817223e+03 7.390015e+02 3.276434e-15
 Enceladus 1.080000e+20 1.433113e+12 1.377148e+09 2.707547e-10 1.266510e+04 1.427707e+04 3.275335e-15
     Mimas 3.750000e+19 1.432827e+12 1.659651e+09 2.707375e-10 -6.298569e+03 -2.328688e+03 3.276140e-15
   Miranda 6.590000e+19 2.876931e+12 1.201008e+09 3.213595e-11 -6.523499e+03 3.762091e+03 3.884965e-16
     Ariel 1.350000e+21 2.876873e+12 9.390432e+08 3.213779e-11 3.949986e+03 3.501183e+03 3.885184e-16
   Umbriel 1.170000e+21 2.877204e+12 1.267766e+09 3.213447e-11 -2.740120e+03 1.063531e+04 3.884447e-16
   Titania 3.420000e+21 2.877395e+12 9.356782e+08 3.213335e-11 1.463748e+03 1.019968e+04 3.884208e-16
    Oberon 3.000000e+21 2.876884e+12 1.668206e+09 3.212936e-11 -3.115261e+03 6.171798e+03 3.884405e-16
    Triton 2.140000e+22 4.503321e+12 7.421507e+08 8.261797e-12 1.898486e+03 9.474633e+03 9.983763e-17
Asteroid_1 9.550021e+17 4.139916e+10 -2.504625e+10 8.473440e+08 2.712301e+04 4.482028e+04 -1.566427e+02

# Step 45, Time: 1.620000e+05 s
Name Mass Px Py Pz Vx Vy Vz
       Sun 1.989000e+30 3.946962e+03 1.642790e+01 6.754659e-06 4.665156e-02 2.912659e-04 7.966094e-11
   Mercury 3.301000e+23 5.734601e+10 7.902519e+09 1.417933e-05 -6.539018e+03 4.743134e+04 1.716312e-10
     Venus 4.867000e+24 1.080412e+11 5.796536e+09 1.694831e-06 -1.876887e+03 3.497078e+04 2.070002e-11
     Earth 5.972000e+24 1.495172e+11 4.930323e+09 4.951267e-07 -9.782380e+02 2.976029e+04 5.985524e-12
      Mars 6.417000e+23 2.278642e+11 3.995723e+09 1.080224e-07 -4.231863e+02 2.412637e+04 1.293961e-12
   Jupiter 1.898000e+27 7.784971e+11 2.164592e+09 1.887562e-09 -3.672419e+01 1.307158e+04 2.238528e-14
    Saturn 5.683000e+26 1.432999e+12 1.602927e+09 2.827979e-10 -1.035794e+01 9.679099e+03 3.348767e-15
    Uranus 8.681000e+25 2.877000e+12 1.126074e+09 3.356607e-11 -2.483567e+00 6.799965e+03 3.971430e-16
   Neptune 1.024000e+26 4.503000e+12 8.990685e+08 8.629085e-12 -8.736280e-01 5.428420e+03 1.020672e-16
      Moon 7.342000e+22 1.498415e+11 4.726300e+09 4.930624e-07 -4.303062e+02 3.063006e+04 5.956873e-12
    Phobos 1.070000e+16 2.278498e+11 3.997526e+09 1.080222e-07 -1.527015e+03 2.287453e+04 1.294062e-12
    Deimos 1.480000e+15 2.278538e+11 4.018185e+09 1.080183e-07 -1.691634e+03 2.381859e+04 1.293978e-12
        Io 8.930000e+22 7.787786e+11 1.869603e+09 1.887886e-09 1.311264e+04 2.523782e+04 2.237190e-14
    Europa 4.800000e+22 7.778255e+11 2.284638e+09 1.887392e-09 -3.359113e+03 -6.444053e+01 2.241626e-14
  Ganymede 1.480000e+23 7.774618e+11 2.347491e+09 1.888963e-09 -2.199506e+03 2.207607e+03 2.242146e-14
  Callisto 1.080000e+23 7.767143e+11 2.734833e+09 1.896652e-09 -2.558175e+03 5.220429e+03 2.250196e-14
     Titan 1.345000e+23 1.433931e+12 8.232111e+08 2.825631e-10 3.593451e+03 1.396873e+04 3.345148e-15
      Rhea 2.310000e+21 1.432899e+12 1.091029e+09 2.829202e-10 8.307667e+03 7.567617e+03 3.349275e-15
   Iapetus 1.810000e+21 1.429860e+12 -7.443037e+07 2.848221e-10 1.527285e+03 6.804575e+03 3.372452e-15
     Dione 1.100000e+21 1.433219e+12 1.949471e+09 2.827447e-10 -7.706356e+03 1.496835e+04 3.347693e-15
    Tethys 6.170000e+20 1.432791e+12 1.393806e+09 2.828179e-10 8.043320e+03 1.672577e+03 3.349543e-15
 Enceladus 1.080000e+20 1.433154e+12 1.437083e+09 2.828087e-10 1.124949e+04 1.664860e+04 3.348323e-15
     Mimas 3.750000e+19 1.432816e+12 1.645183e+09 2.827954e-10 -3.124369e+03 -4.018637e+03 3.349415e-15
   Miranda 6.590000e+19 2.876911e+12 1.210313e+09 3.356572e-11 -5.711555e+03 2.584629e+03 3.971585e-16
     Ariel 1.350000e+21 2.876888e+12 9.530359e+08 3.356761e-11 4.251666e+03 3.886875e+03 3.971727e-16
   Umbriel 1.170000e+21 2.877194e+12 1.305372e+09 3.356403e-11 -2.973262e+03 1.044597e+04 3.971015e-16
   Titania 3.420000e+21 2.877400e+12 9.725552e+08 3.356282e-11 1.359019e+03 1.024362e+04 3.970745e-16
    Oberon 3.000000e+21 2.876873e+12 1.690205e+09 3.355892e-11 -3.102825e+03 6.110698e+03 3.970988e-16
    Triton 2.140000e+22 4.503327e+12 7.765460e+08 8.629214e-12 1.712635e+03 9.554240e+03 1.020601e-16
Asteroid_1 9.550021e+17 4.149618e+10 -2.488452e+10 8.467672e+08 2.694844e+04 4.492590e+04 -1.602158e+02

# Step 46, Time: 1.656000e+05 s
Name Mass Px Py Pz Vx Vy Vz
       Sun 1.989000e+30 4.118557e+03 1.752304e+01 7.047611e-06 4.766546e-02 3.042070e-04 8.137540e-11
   Mercury 3.301000e+23 5.732196e+10 8.073202e+09 1.481161e-05 -6.680297e+03 4.741187e+04 1.756327e-10
     Venus 4.867000e+24 1.080343e+11 5.922423e+09 1.771135e-06 -1.917650e+03 3.496859e+04 2.119565e-11
     Earth 5.972000e+24 1.495136e+11 5.037458e+09 5.171748e-07 -9.994785e+02 2.975952e+04 6.124483e-12
      Mars 6.417000e+23 2.278626e+11 4.082578e+09 1.127859e-07 -4.323851e+02 2.412621e+04 1.323195e-12
   Jupiter 1.898000e+27 7.784969e+11 2.211649e+09 1.969917e-09 -3.748645e+01 1.307150e+04 2.287651e-14
    Saturn 5.683000e+26 1.432999e+12 1.637772e+09 2.951169e-10 -1.057562e+01 9.679083e+03 3.421940e-15
    Uranus 8.681000e+25 2.877000e+12 1.150554e+09 3.502696e-11 -2.539715e+00 6.799962e+03 4.058004e-16
   Neptune 1.024000e+26 4.503000e+12 9.186108e+08 9.004530e-12 -8.577356e-01 5.428405e+03 1.042904e-16
      Moon 7.342000e+22 1.498398e+11 4.836584e+09 5.150041e-07 -4.598331e+02 3.063459e+04 6.094928e-12
    Phobos 1.070000e+16 2.278468e+11 4.079548e+09 1.127861e-07 -8.124568e+02 2.278393e+04 1.323314e-12
    Deimos 1.480000e+15 2.278481e+11 4.103110e+09 1.127820e-07 -1.595103e+03 2.359008e+04 1.323257e-12
        Io 8.930000e+22 7.788190e+11 1.967602e+09 1.970183e-09 1.121821e+04 2.722211e+04 2.286041e-14
    Europa 4.800000e+22 7.778169e+11 2.283785e+09 1.969865e-09 -2.395593e+03 -2.368197e+02 2.290907e-14
  Ganymede 1.480000e+23 7.774554e+11 2.355180e+09 1.971454e-09 -1.793892e+03 2.135813e+03 2.291420e-14
  Callisto 1.080000e+23 7.767056e+11 2.753483e+09 1.979438e-09 -2.434925e+03 5.180740e+03 2.299609e-14
     Titan 1.345000e+23 1.433944e+12 8.737123e+08 2.948686e-10 3.522273e+03 1.402810e+04 3.418194e-15
      Rhea 2.310000e+21 1.432930e+12 1.120046e+09 2.952406e-10 8.403573e+03 8.060319e+03 3.422347e-15
   Iapetus 1.810000e+21 1.429866e+12 -4.991560e+07 2.972281e-10 1.536561e+03 6.809657e+03 3.446120e-15
     Dione 1.100000e+21 1.433190e+12 2.000894e+09 2.950601e-10 -8.140911e+03 1.428398e+04 3.420935e-15
    Tethys 6.170000e+20 1.432824e+12 1.403838e+09 2.951394e-10 9.150412e+03 2.786715e+03 3.422642e-15
 Enceladus 1.080000e+20 1.433188e+12 1.504020e+09 2.951255e-10 9.437505e+03 1.859351e+04 3.421344e-15
     Mimas 3.750000e+19 1.432818e+12 1.627591e+09 2.951170e-10 6.390380e+02 -4.886684e+03 3.422666e-15
   Miranda 6.590000e+19 2.876894e+12 1.216187e+09 3.502668e-11 -4.703572e+03 1.631700e+03 4.058206e-16
     Ariel 1.350000e+21 2.876904e+12 9.685141e+08 3.502859e-11 4.518333e+03 4.299500e+03 4.058274e-16
   Umbriel 1.170000e+21 2.877182e+12 1.342246e+09 3.502477e-11 -3.192919e+03 1.024287e+04 4.057594e-16
   Titania 3.420000e+21 2.877404e+12 1.009579e+09 3.502345e-11 1.252939e+03 1.028430e+04 4.057290e-16
    Oberon 3.000000e+21 2.876862e+12 1.711984e+09 3.501965e-11 -3.089179e+03 6.049840e+03 4.057581e-16
    Triton 2.140000e+22 4.503332e+12 8.111964e+08 9.004631e-12 1.523522e+03 9.625122e+03 1.042827e-16
Asteroid_1 9.550021e+17 4.159256e+10 -2.472240e+10 8.461776e+08 2.677346e+04 4.503083e+04 -1.637865e+02

# Step 47, Time: 1.692000e+05 s
Name Mass Px Py Pz Vx Vy Vz
       Sun 1.989000e+30 4.293803e+03 1.866579e+01 7.346730e-06 4.867934e-02 3.174289e-04 8.308871e-11
   Mercury 3.301000e+23 5.729740e+10 8.243813e+09 1.545833e-05 -6.821518e+03 4.739198e+04 1.796454e-10
     Venus 4.867000e+24 1.080272e+11 6.048302e+09 1.849231e-06 -1.958411e+03 3.496636e+04 2.169322e-11
     Earth 5.972000e+24 1.495099e+11 5.144589e+09 5.397245e-07 -1.020718e+03 2.975874e+04 6.263795e-12
      Mars 6.417000e+23 2.278611e+11 4.169431e+09 1.176548e-07 -4.415838e+02 2.412604e+04 1.352471e-12
   Jupiter 1.898000e+27 7.784968e+11 2.258706e+09 2.054042e-09 -3.823341e+01 1.307142e+04 2.336790e-14
    Saturn 5.683000e+26 1.432999e+12 1.672617e+09 3.076993e-10 -1.079286e+01 9.679066e+03 3.495125e-15
    Uranus 8.681000e+25 2.877000e+12 1.175034e+09 3.651901e-11 -2.595568e+00 6.799959e+03 4.144586e-16
   Neptune 1.024000e+26 4.503000e+12 9.381530e+08 9.387980e-12 -8.412507e-01 5.428392e+03 1.065137e-16
      Moon 7.342000e+22 1.498381e+11 4.946885e+09 5.374441e-07 -4.894095e+02 3.063903e+04 6.233325e-12
    Phobos 1.070000e+16 2.278460e+11 4.161974e+09 1.176554e-07 -2.362598e+02 2.289605e+04 1.352590e-12
    Deimos 1.480000e+15 2.278428e+11 4.187320e+09 1.176513e-07 -1.463531e+03 2.339176e+04 1.352576e-12
        Io 8.930000e+22 7.788513e+11 2.071676e+09 2.054241e-09 8.991161e+03 2.890923e+04 2.334933e-14
    Europa 4.800000e+22 7.778117e+11 2.282563e+09 2.054112e-09 -1.426973e+03 -3.396258e+02 2.340189e-14
  Ganymede 1.480000e+23 7.774504e+11 2.362666e+09 2.055719e-09 -1.385950e+03 2.079493e+03 2.340706e-14
  Callisto 1.080000e+23 7.766972e+11 2.771998e+09 2.064003e-09 -2.311037e+03 5.143014e+03 2.349036e-14
     Titan 1.345000e+23 1.433956e+12 9.244230e+08 3.074371e-10 3.450103e+03 1.408630e+04 3.491252e-15
      Rhea 2.310000e+21 1.432960e+12 1.150849e+09 3.078241e-10 8.470005e+03 8.556254e+03 3.495426e-15
   Iapetus 1.810000e+21 1.429871e+12 -2.538243e+07 3.098994e-10 1.545819e+03 6.814769e+03 3.519800e-15
     Dione 1.100000e+21 1.433159e+12 2.049728e+09 3.076392e-10 -8.518515e+03 1.356524e+04 3.494201e-15
    Tethys 6.170000e+20 1.432861e+12 1.418486e+09 3.077240e-10 1.010859e+04 4.068892e+03 3.495732e-15
 Enceladus 1.080000e+20 1.433214e+12 1.576281e+09 3.077054e-10 7.352747e+03 2.007258e+04 3.494404e-15
     Mimas 3.750000e+19 1.432835e+12 1.610841e+09 3.077022e-10 4.792821e+03 -4.652886e+03 3.495876e-15
   Miranda 6.590000e+19 2.876881e+12 1.219519e+09 3.651882e-11 -3.563129e+03 9.257552e+02 4.144827e-16
     Ariel 1.350000e+21 2.876921e+12 9.855650e+08 3.652073e-11 4.747646e+03 4.736360e+03 4.144826e-16
   Umbriel 1.170000e+21 2.877170e+12 1.378343e+09 3.651667e-11 -3.398343e+03 1.002702e+04 4.144184e-16
   Titania 3.420000e+21 2.877409e+12 1.046737e+09 3.651523e-11 1.145611e+03 1.032167e+04 4.143845e-16
    Oberon 3.000000e+21 2.876851e+12 1.733545e+09 3.651155e-11 -3.074329e+03 5.989247e+03 4.144183e-16
    Triton 2.140000e+22 4.503337e+12 8.460702e+08 9.388051e-12 1.331574e+03 9.687155e+03 1.065055e-16
Asteroid_1 9.550021e+17 4.168832e+10 -2.455992e+10 8.455751e+08 2.659806e+04 4.513509e+04 -1.673549e+02

# Step 48, Time: 1.728000e+05 s
Name Mass Px Py Pz Vx Vy Vz
       Sun 1.989000e+30 4.472699e+03 1.985714e+01 7.652013e-06 4.969320e-02 3.309316e-04 8.480083e-11
   Mercury 3.301000e+23 5.727234e+10 8.414351e+09 1.611954e-05 -6.962681e+03 4.737167e+04 1.836692e-10
     Venus 4.867000e+24 1.080200e+11 6.174172e+09 1.929124e-06 -1.999170e+03 3.496408e+04 2.219274e-11
     Earth 5.972000e+24 1.495062e+11 5.251718e+09 5.627769e-07 -1.041956e+03 2.975794e+04 6.403458e-12
      Mars 6.417000e+23 2.278594e+11 4.256285e+09 1.226292e-07 -4.507825e+02 2.412588e+04 1.381788e-12
   Jupiter 1.898000e+27 7.784967e+11 2.305763e+09 2.139935e-09 -3.896718e+01 1.307137e+04 2.385944e-14
    Saturn 5.683000e+26 1.432999e+12 1.707461e+09 3.205453e-10 -1.100965e+01 9.679050e+03 3.568323e-15
    Uranus 8.681000e+25 2.877000e+12 1.199514e+09 3.804223e-11 -2.651057e+00 6.799956e+03 4.231175e-16
   Neptune 1.024000e+26 4.503000e+12 9.576952e+08 9.779434e-12 -8.242630e-01 5.428381e+03 1.087372e-16
      Moon 7.342000e+22 1.498362e+11 5.057201e+09 5.603835e-07 -5.190347e+02 3.064338e+04 6.372063e-12
    Phobos 1.070000e+16 2.278469e+11 4.245272e+09 1.226302e-07 2.439628e+02 2.313830e+04 1.381894e-12
    Deimos 1.480000e+15 2.278381e+11 4.270936e+09 1.226262e-07 -1.304204e+03 2.322654e+04 1.381932e-12
        Io 8.930000e+22 7.788747e+11 2.180516e+09 2.140060e-09 6.479985e+03 3.023354e+04 2.383877e-14
    Europa 4.800000e+22 7.778101e+11 2.281219e+09 2.140133e-09 -4.580414e+02 -3.733468e+02 2.389470e-14
  Ganymede 1.480000e+23 7.774469e+11 2.370006e+09 2.141760e-09 -9.762935e+02 2.038716e+03 2.390003e-14
  Callisto 1.080000e+23 7.766894e+11 2.790384e+09 2.150348e-09 -2.186541e+03 5.107263e+03 2.398479e-14
     Titan 1.345000e+23 1.433968e+12 9.753389e+08 3.202687e-10 3.376961e+03 1.414331e+04 3.564321e-15
      Rhea 2.310000e+21 1.432991e+12 1.183442e+09 3.206708e-10 8.507011e+03 9.053637e+03 3.568513e-15
   Iapetus 1.810000e+21 1.429877e+12 -8.307468e+05 3.228359e-10 1.555060e+03 6.819913e+03 3.593491e-15
     Dione 1.100000e+21 1.433127e+12 2.095867e+09 3.204822e-10 -8.836590e+03 1.281625e+04 3.567492e-15
    Tethys 6.170000e+20 1.432900e+12 1.438288e+09 3.205718e-10 1.088834e+04 5.500757e+03 3.568813e-15
 Enceladus 1.080000e+20 1.433232e+12 1.652163e+09 3.205484e-10 5.107699e+03 2.107835e+04 3.567505e-15
     Mimas 3.750000e+19 1.432868e+12 1.599771e+09 3.205507e-10 8.970558e+03 -3.075126e+03 3.569027e-15
   Miranda 6.590000e+19 2.876872e+12 1.221218e+09 3.804214e-11 -2.350195e+03 4.717391e+02 4.231447e-16
     Ariel 1.350000e+21 2.876939e+12 1.004265e+09 3.804402e-11 4.937377e+03 5.194565e+03 4.231381e-16
