# Step 0, Time: 0 s
Name Mass Px Py Pz Vx Vy Vz
   Mercury 3.301000e+23 -1.823690e+10 5.482345e+10 8.230839e-04 -4.554021e+04 -1.507654e+04 -5.779198e-09
     Venus 4.867000e+24 7.993069e+10 7.284787e+10 3.213116e-04 -2.360373e+04 2.589284e+04 1.907485e-10
     Earth 5.972000e+24 1.344150e+11 6.566959e+10 8.675878e-05 -1.307895e+04 2.676367e+04 5.950319e-11
      Mars 6.417000e+23 2.212651e+11 5.453955e+10 1.860495e-05 -5.776692e+03 2.342956e+04 1.408344e-11
   Jupiter 1.898000e+27 7.779282e+11 2.982523e+10 3.400979e-07 -5.004663e+02 1.306086e+04 2.868394e-13
    Saturn 5.683000e+26 1.432834e+12 2.209260e+10 5.177279e-08 -1.463484e+02 9.680132e+03 4.446505e-14
    Uranus 8.681000e+25 2.876958e+12 1.552042e+10 6.210007e-09 -3.661414e+01 6.799725e+03 5.390324e-15
   Neptune 1.024000e+26 4.502984e+12 1.239169e+10 1.602761e-09 -1.390409e+01 5.428495e+03 1.396456e-15
      Moon 7.342000e+22 1.345561e+11 6.531171e+10 8.687501e-05 -1.212701e+04 2.712336e+04 5.946730e-11
    Phobos 1.070000e+16 2.212590e+11 5.454821e+10 1.860495e-05 -8.215725e+03 2.360571e+04 1.408294e-11
    Deimos 1.480000e+15 2.212798e+11 5.455999e+10 1.860492e-05 -6.660920e+03 2.435725e+04 1.408143e-11
        Io 8.930000e+22 7.774924e+11 2.970562e+10 3.400995e-07 3.340708e+03 -2.642915e+03 2.870665e-13
    Europa 4.800000e+22 7.775590e+11 3.037507e+10 3.400821e-07 -1.264122e+04 6.167499e+03 2.870172e-13
  Ganymede 1.480000e+23 7.787937e+11 2.916439e+10 3.401338e-07 6.189630e+03 2.140413e+04 2.863958e-13
  Callisto 1.080000e+23 7.796162e+11 2.898288e+10 3.402022e-07 3.263569e+03 2.032529e+04 2.858798e-13
     Titan 1.345000e+23 1.431721e+12 2.261518e+10 5.176831e-08 -2.564945e+03 4.699416e+03 4.451650e-14
      Rhea 2.310000e+21 1.433219e+12 2.247007e+10 5.177166e-08 -5.873241e+03 1.566204e+04 4.444714e-14
   Iapetus 1.810000e+21 1.435538e+12 1.980954e+10 5.187490e-08 1.967172e+03 1.218500e+04 4.440585e-14
     Dione 1.100000e+21 1.432793e+12 2.172327e+10 5.177348e-08 1.000913e+04 7.714103e+03 4.446942e-14
    Tethys 6.170000e+20 1.432609e+12 2.231478e+10 5.177251e-08 -7.807231e+03 2.368787e+03 4.447401e-14
 Enceladus 1.080000e+20 1.432787e+12 2.230961e+10 5.177259e-08 -1.315866e+04 7.108169e+03 4.446702e-14
     Mimas 3.750000e+19 1.432649e+12 2.210912e+10 5.177278e-08 -5.357812e+03 -4.161478e+03 4.447422e-14
   Miranda 6.590000e+19 2.877048e+12 1.543754e+10 6.210011e-09 4.829338e+03 1.184687e+04 5.390052e-15
     Ariel 1.350000e+21 2.877141e+12 1.554982e+10 6.210004e-09 -7.458822e+02 1.249137e+04 5.389734e-15
   Umbriel 1.170000e+21 2.877211e+12 1.558318e+10 6.209996e-09 -9.199033e+02 1.147881e+04 5.389578e-15
   Titania 3.420000e+21 2.877004e+12 1.508924e+10 6.210150e-09 3.603012e+03 7.184783e+03 5.390206e-15
    Oberon 3.000000e+21 2.877408e+12 1.589261e+10 6.209810e-09 -2.042858e+03 9.224058e+03 5.389072e-15
    Triton 2.140000e+22 4.503273e+12 1.259979e+10 1.602753e-09 -2.419276e+03 9.096029e+03 1.396317e-15
Asteroid_1 9.550021e+17 -8.903944e+09 4.753430e+10 -6.722134e+08 -5.155134e+04 -9.474632e+03 -5.824383e+02

# Step 634, Time: 2.282400e+06 s
Name Mass Px Py Pz Vx Vy Vz
       Sun 1.989000e+30 7.286847e+05 4.096746e+04 7.428799e-04 6.294636e-01 5.178726e-02 2.810244e-10
   Mercury 3.301000e+23 -1.840068e+10 5.476869e+10 8.019453e-04 -4.549502e+04 -1.521239e+04 -5.871834e-09
     Venus 4.867000e+24 7.984560e+10 7.294099e+10 3.219982e-04 -2.363393e+04 2.586532e+04 1.907117e-10
     Earth 5.972000e+24 1.343678e+11 6.576590e+10 8.697314e-05 -1.309809e+04 2.675418e+04 5.954558e-11
      Mars 6.417000e+23 2.212443e+11 5.462389e+10 1.865571e-05 -5.785625e+03 2.342735e+04 1.410001e-11
   Jupiter 1.898000e+27 7.779264e+11 2.987225e+10 3.411320e-07 -5.013395e+02 1.306080e+04 2.872741e-13
    Saturn 5.683000e+26 1.432833e+12 2.212745e+10 5.193311e-08 -1.466017e+02 9.680139e+03 4.453408e-14
    Uranus 8.681000e+25 2.876958e+12 1.554490e+10 6.229442e-09 -3.665582e+01 6.799723e+03 5.398796e-15
   Neptune 1.024000e+26 4.502984e+12 1.241123e+10 1.607796e-09 -1.389475e+01 5.428519e+03 1.398660e-15
      Moon 7.342000e+22 1.345123e+11 6.540935e+10 8.708923e-05 -1.214979e+04 2.712305e+04 5.950686e-11
    Phobos 1.070000e+16 2.212323e+11 5.462914e+10 1.865571e-05 -7.433505e+03 2.247958e+04 1.410067e-11
    Deimos 1.480000e+15 2.212553e+11 5.464695e+10 1.865567e-05 -6.811968e+03 2.415735e+04 1.409835e-11
        Io 8.930000e+22 7.775122e+11 2.969824e+10 3.411344e-07 5.493380e+03 -2.051909e+03 2.874941e-13
    Europa 4.800000e+22 7.775156e+11 3.039416e+10 3.411170e-07 -1.206243e+04 5.304099e+03 2.874771e-13
  Ganymede 1.480000e+23 7.788149e+11 2.924229e+10 3.411663e-07 5.883216e+03 2.163746e+04 2.868165e-13
  Callisto 1.080000e+23 7.796275e+11 2.905626e+10 3.412329e-07 3.148072e+03 2.038249e+04 2.863047e-13
     Titan 1.345000e+23 1.431712e+12 2.263196e+10 5.192882e-08 -2.483405e+03 4.661012e+03 4.458602e-14
      Rhea 2.310000e+21 1.433197e+12 2.252527e+10 5.193192e-08 -6.208574e+03 1.533409e+04 4.451709e-14
   Iapetus 1.810000e+21 1.435545e+12 1.985343e+10 5.203501e-08 1.958607e+03 1.219203e+04 4.447418e-14
     Dione 1.100000e+21 1.432830e+12 2.175458e+10 5.193381e-08 1.011678e+04 8.697334e+03 4.453662e-14
    Tethys 6.170000e+20 1.432584e+12 2.231986e+10 5.193287e-08 -6.836068e+03 1.410122e+03 4.454427e-14
 Enceladus 1.080000e+20 1.432742e+12 2.232544e+10 5.193293e-08 -1.257498e+04 4.399506e+03 4.453849e-14
     Mimas 3.750000e+19 1.432644e+12 2.209286e+10 5.193313e-08 -1.398630e+03 -4.515669e+03 4.454355e-14
   Miranda 6.590000e+19 2.877062e+12 1.548360e+10 6.229446e-09 3.802891e+03 1.279402e+04 5.398468e-15
     Ariel 1.350000e+21 2.877136e+12 1.559444e+10 6.229437e-09 -1.345833e+03 1.239498e+04 5.398213e-15
   Umbriel 1.170000e+21 2.877207e+12 1.562424e+10 6.229429e-09 -1.217795e+03 1.140495e+04 5.398059e-15
   Titania 3.420000e+21 2.877017e+12 1.511550e+10 6.229585e-09 3.591244e+03 7.295106e+03 5.398640e-15
    Oberon 3.000000e+21 2.877400e+12 1.592567e+10 6.229241e-09 -2.090085e+03 9.185007e+03 5.397560e-15
    Triton 2.140000e+22 4.503263e+12 1.263212e+10 1.607788e-09 -2.577026e+03 8.982241e+03 1.398525e-15
Asteroid_1 9.550021e+17 -9.089393e+09 4.749947e+10 -6.743000e+08 -5.151373e+04 -9.675418e+03 -5.795988e+02

# Step 635, Time: 2.286000e+06 s
Name Mass Px Py Pz Vx Vy Vz
       Sun 1.989000e+30 7.309542e+05 4.115443e+04 7.438867e-04 6.304134e-01 5.193638e-02 2.796569e-10
   Mercury 3.301000e+23 -1.856430e+10 5.471344e+10 7.804699e-04 -4.544942e+04 -1.534809e+04 -5.965390e-09
     Venus 4.867000e+24 7.976041e+10 7.303400e+10 3.226846e-04 -2.366410e+04 2.583776e+04 1.906752e-10
     Earth 5.972000e+24 1.343206e+11 6.586218e+10 8.718766e-05 -1.311723e+04 2.674469e+04 5.958809e-11
      Mars 6.417000e+23 2.212234e+11 5.470822e+10 1.870653e-05 -5.794558e+03 2.342515e+04 1.411662e-11
   Jupiter 1.898000e+27 7.779246e+11 2.991927e+10 3.421678e-07 -5.022103e+02 1.306073e+04 2.877090e-13
    Saturn 5.683000e+26 1.432833e+12 2.216230e+10 5.209368e-08 -1.468553e+02 9.680145e+03 4.460313e-14
    Uranus 8.681000e+25 2.876958e+12 1.556938e+10 6.248909e-09 -3.669752e+01 6.799723e+03 5.407269e-15
   Neptune 1.024000e+26 4.502984e+12 1.243077e+10 1.612839e-09 -1.388656e+01 5.428544e+03 1.400864e-15
      Moon 7.342000e+22 1.344685e+11 6.550699e+10 8.730360e-05 -1.217264e+04 2.712269e+04 5.954655e-11
    Phobos 1.070000e+16 2.212084e+11 5.470877e+10 1.870653e-05 -6.621995e+03 2.211936e+04 1.411772e-11
    Deimos 1.480000e+15 2.212304e+11 5.473314e+10 1.870649e-05 -6.922557e+03 2.394189e+04 1.411533e-11
        Io 8.930000e+22 7.775394e+11 2.969400e+10 3.421709e-07 7.575558e+03 -1.176878e+03 2.879177e-13
    Europa 4.800000e+22 7.774745e+11 3.041033e+10 3.421536e-07 -1.142383e+04 4.491588e+03 2.879361e-13
  Ganymede 1.480000e+23 7.788350e+11 2.932098e+10 3.422004e-07 5.568869e+03 2.185975e+04 2.872379e-13
  Callisto 1.080000e+23 7.796384e+11 2.912984e+10 3.422651e-07 3.031720e+03 2.043789e+04 2.867300e-13
     Titan 1.345000e+23 1.431703e+12 2.264860e+10 5.208958e-08 -2.401266e+03 4.623945e+03 4.465555e-14
      Rhea 2.310000e+21 1.433174e+12 2.257923e+10 5.209244e-08 -6.525888e+03 1.498742e+04 4.458713e-14
   Iapetus 1.810000e+21 1.435552e+12 1.989734e+10 5.219536e-08 1.950019e+03 1.219903e+04 4.454254e-14
     Dione 1.100000e+21 1.432866e+12 2.178942e+10 5.209439e-08 1.012596e+04 9.679334e+03 4.460384e-14
    Tethys 6.170000e+20 1.432563e+12 2.232190e+10 5.209348e-08 -5.745994e+03 5.683406e+02 4.461441e-14
 Enceladus 1.080000e+20 1.432701e+12 2.233190e+10 5.209353e-08 -1.137102e+04 1.794412e+03 4.460993e-14
     Mimas 3.750000e+19 1.432652e+12 2.207900e+10 5.209374e-08 2.235518e+03 -3.850857e+03 4.461223e-14
   Miranda 6.590000e+19 2.877071e+12 1.553230e+10 6.248911e-09 2.564489e+03 1.352649e+04 5.406898e-15
     Ariel 1.350000e+21 2.877129e+12 1.563847e+10 6.248902e-09 -1.933198e+03 1.223172e+04 5.406701e-15
   Umbriel 1.170000e+21 2.877202e+12 1.566496e+10 6.248893e-09 -1.509259e+03 1.131203e+04 5.406545e-15
   Titania 3.420000e+21 2.877030e+12 1.514216e+10 6.249051e-09 3.576114e+03 7.405120e+03 5.407077e-15
    Oberon 3.000000e+21 2.877393e+12 1.595860e+10 6.248703e-09 -2.136562e+03 9.145032e+03 5.406050e-15
    Triton 2.140000e+22 4.503253e+12 1.266402e+10 1.612830e-09 -2.729279e+03 8.861814e+03 1.400733e-15
Asteroid_1 9.550021e+17 -9.274704e+09 4.746391e+10 -6.763763e+08 -5.147533e+04 -9.876053e+03 -5.767505e+02

# Step 636, Time: 2.289600e+06 s
Name Mass Px Py Pz Vx Vy Vz
       Sun 1.989000e+30 7.332271e+05 4.134194e+04 7.448885e-04 6.313630e-01 5.208567e-02 2.782851e-10
   Mercury 3.301000e+23 -1.872775e+10 5.465770e+10 7.586543e-04 -4.540342e+04 -1.548366e+04 -6.059872e-09
     Venus 4.867000e+24 7.967511e+10 7.312692e+10 3.233709e-04 -2.369423e+04 2.581016e+04 1.906392e-10
     Earth 5.972000e+24 1.342733e+11 6.595843e+10 8.740233e-05 -1.313636e+04 2.673517e+04 5.963072e-11
      Mars 6.417000e+23 2.212026e+11 5.479255e+10 1.875741e-05 -5.803490e+03 2.342294e+04 1.413325e-11
   Jupiter 1.898000e+27 7.779228e+11 2.996628e+10 3.432051e-07 -5.030769e+02 1.306065e+04 2.881443e-13
    Saturn 5.683000e+26 1.432832e+12 2.219715e+10 5.225450e-08 -1.471092e+02 9.680150e+03 4.467221e-14
    Uranus 8.681000e+25 2.876958e+12 1.559386e+10 6.268405e-09 -3.673942e+01 6.799725e+03 5.415744e-15
   Neptune 1.024000e+26 4.502984e+12 1.245032e+10 1.617890e-09 -1.387958e+01 5.428571e+03 1.403068e-15
      Moon 7.342000e+22 1.344246e+11 6.560463e+10 8.751811e-05 -1.219557e+04 2.712229e+04 5.958635e-11
    Phobos 1.070000e+16 2.211870e+11 5.478830e+10 1.875742e-05 -5.947729e+03 2.209221e+04 1.413447e-11
    Deimos 1.480000e+15 2.212052e+11 5.481853e+10 1.875736e-05 -6.993242e+03 2.371769e+04 1.413237e-11
        Io 8.930000e+22 7.775738e+11 2.969393e+10 3.432090e-07 9.552208e+03 -2.029046e+01 2.883375e-13
    Europa 4.800000e+22 7.774359e+11 3.042378e+10 3.431918e-07 -1.073016e+04 3.733798e+03 2.883939e-13
  Ganymede 1.480000e+23 7.788539e+11 2.940044e+10 3.432359e-07 5.246975e+03 2.207075e+04 2.876602e-13
  Callisto 1.080000e+23 7.796489e+11 2.920361e+10 3.432989e-07 2.914543e+03 2.049146e+04 2.871559e-13
     Titan 1.345000e+23 1.431695e+12 2.266512e+10 5.225059e-08 -2.318551e+03 4.588223e+03 4.472509e-14
      Rhea 2.310000e+21 1.433149e+12 2.263187e+10 5.225320e-08 -6.824140e+03 1.462294e+04 4.465724e-14
   Iapetus 1.810000e+21 1.435559e+12 1.994129e+10 5.235596e-08 1.941407e+03 1.220601e+04 4.461093e-14
     Dione 1.100000e+21 1.432902e+12 2.182776e+10 5.225520e-08 1.003879e+04 1.064975e+04 4.467109e-14
    Tethys 6.170000e+20 1.432547e+12 2.232139e+10 5.225435e-08 -4.547958e+03 -1.416431e+02 4.468441e-14
 Enceladus 1.080000e+20 1.432666e+12 2.232996e+10 5.225438e-08 -9.555487e+03 -5.398964e+02 4.468116e-14
     Mimas 3.750000e+19 1.432672e+12 2.207034e+10 5.225459e-08 5.371714e+03 -2.403581e+03 4.468040e-14
   Miranda 6.590000e+19 2.877075e+12 1.558265e+10 6.268406e-09 1.163222e+03 1.398633e+04 5.415345e-15
     Ariel 1.350000e+21 2.877120e+12 1.568169e+10 6.268396e-09 -2.499721e+03 1.200335e+04 5.415198e-15
   Umbriel 1.170000e+21 2.877195e+12 1.570528e+10 6.268387e-09 -1.793072e+03 1.120066e+04 5.415036e-15
   Titania 3.420000e+21 2.877043e+12 1.516921e+10 6.268546e-09 3.557628e+03 7.514723e+03 5.415515e-15
    Oberon 3.000000e+21 2.877385e+12 1.599137e+10 6.268196e-09 -2.182271e+03 9.104148e+03 5.414543e-15
    Triton 2.140000e+22 4.503243e+12 1.269547e+10 1.617881e-09 -2.875769e+03 8.735024e+03 1.402941e-15
Asteroid_1 9.550021e+17 -9.459874e+09 4.742764e+10 -6.784423e+08 -5.143615e+04 -1.007653e+04 -5.738936e+02

# Step 637, Time: 2.293200e+06 s
Name Mass Px Py Pz Vx Vy Vz
       Sun 1.989000e+30 7.355035e+05 4.152999e+04 7.458854e-04 6.323124e-01 5.223510e-02 2.769092e-10
   Mercury 3.301000e+23 -1.889103e+10 5.460147e+10 7.364953e-04 -4.535701e+04 -1.561910e+04 -6.155284e-09
     Venus 4.867000e+24 7.958971e+10 7.321974e+10 3.240571e-04 -2.372434e+04 2.578253e+04 1.906034e-10
     Earth 5.972000e+24 1.342260e+11 6.605464e+10 8.761715e-05 -1.315547e+04 2.672565e+04 5.967346e-11
      Mars 6.417000e+23 2.211816e+11 5.487686e+10 1.880835e-05 -5.812422e+03 2.342073e+04 1.414990e-11
   Jupiter 1.898000e+27 7.779209e+11 3.001330e+10 3.442440e-07 -5.039375e+02 1.306055e+04 2.885798e-13
    Saturn 5.683000e+26 1.432832e+12 2.223200e+10 5.241557e-08 -1.473632e+02 9.680155e+03 4.474131e-14
    Uranus 8.681000e+25 2.876958e+12 1.561834e+10 6.287932e-09 -3.678170e+01 6.799728e+03 5.424221e-15
   Neptune 1.024000e+26 4.502984e+12 1.246986e+10 1.622949e-09 -1.387385e+01 5.428598e+03 1.405273e-15
      Moon 7.342000e+22 1.343806e+11 6.570227e+10 8.773276e-05 -1.221857e+04 2.712183e+04 5.962628e-11
    Phobos 1.070000e+16 2.211676e+11 5.486839e+10 1.880836e-05 -5.382593e+03 2.224685e+04 1.415106e-11
    Deimos 1.480000e+15 2.211799e+11 5.490309e+10 1.880830e-05 -7.025104e+03 2.349060e+04 1.414945e-11
        Io 8.930000e+22 7.776148e+11 2.969901e+10 3.442485e-07 1.138622e+04 1.411816e+03 2.887534e-13
    Europa 4.800000e+22 7.773999e+11 3.043470e+10 3.442317e-07 -9.986345e+03 3.034090e+03 2.888505e-13
  Ganymede 1.480000e+23 7.788716e+11 2.948061e+10 3.442730e-07 4.917929e+03 2.227022e+04 2.880833e-13
  Callisto 1.080000e+23 7.796590e+11 2.927756e+10 3.443342e-07 2.796570e+03 2.054319e+04 2.875822e-13
     Titan 1.345000e+23 1.431687e+12 2.268151e+10 5.241185e-08 -2.235279e+03 4.553855e+03 4.479464e-14
      Rhea 2.310000e+21 1.433123e+12 2.268314e+10 5.241422e-08 -7.102321e+03 1.424161e+04 4.472744e-14
   Iapetus 1.810000e+21 1.435566e+12 1.998525e+10 5.251681e-08 1.932772e+03 1.221296e+04 4.467933e-14
     Dione 1.100000e+21 1.432938e+12 2.186952e+10 5.241626e-08 9.858506e+03 1.159883e+04 4.473839e-14
    Tethys 6.170000e+20 1.432535e+12 2.231885e+10 5.241546e-08 -3.254783e+03 -7.050767e+02 4.475427e-14
 Enceladus 1.080000e+20 1.432641e+12 2.232121e+10 5.241549e-08 -7.194281e+03 -2.431521e+03 4.475204e-14
     Mimas 3.750000e+19 1.432700e+12 2.206896e+10 5.241568e-08 7.930100e+03 -3.841411e+02 4.474821e-14
   Miranda 6.590000e+19 2.877074e+12 1.563351e+10 6.287932e-09 -3.317602e+02 1.412918e+04 5.423810e-15
     Ariel 1.350000e+21 2.877110e+12 1.572385e+10 6.287922e-09 -3.037433e+03 1.171278e+04 5.423703e-15
   Umbriel 1.170000e+21 2.877188e+12 1.574514e+10 6.287912e-09 -2.068068e+03 1.107151e+04 5.423532e-15
   Titania 3.420000e+21 2.877055e+12 1.519666e+10 6.288073e-09 3.535792e+03 7.623810e+03 5.423954e-15
    Oberon 3.000000e+21 2.877377e+12 1.602399e+10 6.287719e-09 -2.227195e+03 9.062370e+03 5.423038e-15
    Triton 2.140000e+22 4.503232e+12 1.272644e+10 1.622939e-09 -3.016246e+03 8.602153e+03 1.405151e-15
Asteroid_1 9.550021e+17 -9.644901e+09 4.739064e+10 -6.804980e+08 -5.139619e+04 -1.027686e+04 -5.710279e+02

# Step 638, Time: 2.296800e+06 s
Name Mass Px Py Pz Vx Vy Vz
       Sun 1.989000e+30 7.377832e+05 4.171857e+04 7.468773e-04 6.332616e-01 5.238469e-02 2.755292e-10
   Mercury 3.301000e+23 -1.905415e+10 5.454475e+10 7.139894e-04 -4.531020e+04 -1.575439e+04 -6.251634e-09
     Venus 4.867000e+24 7.950419e+10 7.331245e+10 3.247431e-04 -2.375441e+04 2.575487e+04 1.905681e-10
     Earth 5.972000e+24 1.341785e+11 6.615082e+10 8.783213e-05 -1.317459e+04 2.671611e+04 5.971633e-11
      Mars 6.417000e+23 2.211607e+11 5.496117e+10 1.885935e-05 -5.821352e+03 2.341851e+04 1.416659e-11
   Jupiter 1.898000e+27 7.779191e+11 3.006032e+10 3.452845e-07 -5.047900e+02 1.306044e+04 2.890155e-13
    Saturn 5.683000e+26 1.432831e+12 2.226684e+10 5.257689e-08 -1.476174e+02 9.680160e+03 4.481044e-14
    Uranus 8.681000e+25 2.876958e+12 1.564281e+10 6.307490e-09 -3.682458e+01 6.799732e+03 5.432699e-15
   Neptune 1.024000e+26 4.502984e+12 1.248940e+10 1.628016e-09 -1.386943e+01 5.428627e+03 1.407478e-15
      Moon 7.342000e+22 1.343366e+11 6.579991e+10 8.794756e-05 -1.224165e+04 2.712132e+04 5.966632e-11
    Phobos 1.070000e+16 2.211500e+11 5.494955e+10 1.885936e-05 -4.897878e+03 2.254368e+04 1.416754e-11
    Deimos 1.480000e+15 2.211546e+11 5.498685e+10 1.885930e-05 -7.019471e+03 2.326578e+04 1.416657e-11
        Io 8.930000e+22 7.776617e+11 2.971020e+10 3.452895e-07 1.303847e+04 3.108903e+03 2.891656e-13
    Europa 4.800000e+22 7.773668e+11 3.044332e+10 3.452732e-07 -9.197457e+03 2.395352e+03 2.893057e-13
  Ganymede 1.480000e+23 7.788881e+11 2.956146e+10 3.453117e-07 4.582130e+03 2.245793e+04 2.885073e-13
  Callisto 1.080000e+23 7.796686e+11 2.935170e+10 3.453710e-07 2.677830e+03 2.059309e+04 2.880090e-13
     Titan 1.345000e+23 1.431679e+12 2.269779e+10 5.257336e-08 -2.151474e+03 4.520850e+03 4.486421e-14
      Rhea 2.310000e+21 1.433097e+12 2.273298e+10 5.257549e-08 -7.359462e+03 1.384446e+04 4.479771e-14
   Iapetus 1.810000e+21 1.435573e+12 2.002924e+10 5.267790e-08 1.924114e+03 1.221988e+04 4.474777e-14
     Dione 1.100000e+21 1.432972e+12 2.191458e+10 5.257756e-08 9.589363e+03 1.251755e+04 4.480576e-14
    Tethys 6.170000e+20 1.432529e+12 2.231487e+10 5.257683e-08 -1.881475e+03 -1.107578e+03 4.482394e-14
 Enceladus 1.080000e+20 1.432625e+12 2.230778e+10 5.257685e-08 -4.414223e+03 -3.728977e+03 4.482242e-14
     Mimas 3.750000e+19 1.432736e+12 2.207629e+10 5.257702e-08 9.883593e+03 2.036615e+03 4.481575e-14
   Miranda 6.590000e+19 2.877067e+12 1.568367e+10 6.307488e-09 -1.836438e+03 1.393279e+04 5.432296e-15
     Ariel 1.350000e+21 2.877097e+12 1.576476e+10 6.307478e-09 -3.538853e+03 1.136408e+04 5.432215e-15
   Umbriel 1.170000e+21 2.877179e+12 1.578447e+10 6.307467e-09 -2.333151e+03 1.092534e+04 5.432031e-15
   Titania 3.420000e+21 2.877068e+12 1.522449e+10 6.307629e-09 3.510620e+03 7.732278e+03 5.432396e-15
    Oberon 3.000000e+21 2.877369e+12 1.605647e+10 6.307272e-09 -2.271315e+03 9.019710e+03 5.431535e-15
    Triton 2.140000e+22 4.503221e+12 1.275691e+10 1.628006e-09 -3.150475e+03 8.463495e+03 1.407361e-15
Asteroid_1 9.550021e+17 -9.829780e+09 4.735292e+10 -6.825434e+08 -5.135545e+04 -1.047702e+04 -5.681537e+02

# Step 639, Time: 2.300400e+06 s
Name Mass Px Py Pz Vx Vy Vz
       Sun 1.989000e+30 7.400664e+05 4.190770e+04 7.478642e-04 6.342107e-01 5.253443e-02 2.741450e-10
   Mercury 3.301000e+23 -1.921710e+10 5.448755e+10 6.911333e-04 -4.526299e+04 -1.588954e+04 -6.348927e-09
     Venus 4.867000e+24 7.941857e+10 7.340507e+10 3.254291e-04 -2.378445e+04 2.572717e+04 1.905330e-10
     Earth 5.972000e+24 1.341310e+11 6.624696e+10 8.804727e-05 -1.319369e+04 2.670656e+04 5.975931e-11
      Mars 6.417000e+23 2.211397e+11 5.504546e+10 1.891041e-05 -5.830281e+03 2.341629e+04 1.418330e-11
   Jupiter 1.898000e+27 7.779173e+11 3.010734e+10 3.463265e-07 -5.056326e+02 1.306031e+04 2.894515e-13
    Saturn 5.683000e+26 1.432831e+12 2.230169e+10 5.273846e-08 -1.478717e+02 9.680164e+03 4.487959e-14
    Uranus 8.681000e+25 2.876958e+12 1.566729e+10 6.327078e-09 -3.686823e+01 6.799738e+03 5.441179e-15
   Neptune 1.024000e+26 4.502984e+12 1.250895e+10 1.633091e-09 -1.386636e+01 5.428657e+03 1.409683e-15
      Moon 7.342000e+22 1.342924e+11 6.589754e+10 8.816251e-05 -1.226481e+04 2.712076e+04 5.970649e-11
    Phobos 1.070000e+16 2.211339e+11 5.503234e+10 1.891043e-05 -4.487447e+03 2.299872e+04 1.418388e-11
    Deimos 1.480000e+15 2.211295e+11 5.506982e+10 1.891036e-05 -6.977773e+03 2.304790e+04 1.418371e-11
        Io 8.930000e+22 7.777138e+11 2.972840e+10 3.463319e-07 1.446819e+04 5.054840e+03 2.895743e-13
    Europa 4.800000e+22 7.773367e+11 3.044987e+10 3.463163e-07 -8.368643e+03 1.820011e+03 2.897596e-13
  Ganymede 1.480000e+23 7.789033e+11 2.964294e+10 3.463518e-07 4.239987e+03 2.263365e+04 2.889322e-13
  Callisto 1.080000e+23 7.796778e+11 2.942601e+10 3.464094e-07 2.558351e+03 2.064113e+04 2.884363e-13
     Titan 1.345000e+23 1.431672e+12 2.271395e+10 5.273513e-08 -2.067158e+03 4.489215e+03 4.493378e-14
      Rhea 2.310000e+21 1.433070e+12 2.278134e+10 5.273702e-08 -7.594635e+03 1.343255e+04 4.486806e-14
   Iapetus 1.810000e+21 1.435580e+12 2.007326e+10 5.283924e-08 1.915432e+03 1.222677e+04 4.481622e-14
     Dione 1.100000e+21 1.433006e+12 2.196281e+10 5.273910e-08 9.236452e+03 1.339772e+04 4.487322e-14
    Tethys 6.170000e+20 1.432527e+12 2.231006e+10 5.273845e-08 -4.455228e+02 -1.335459e+03 4.489343e-14
 Enceladus 1.080000e+20 1.432620e+12 2.229220e+10 5.273846e-08 -1.393068e+03 -4.327873e+03 4.489221e-14
     Mimas 3.750000e+19 1.432776e+12 2.209330e+10 5.273860e-08 1.122987e+04 4.724190e+03 4.488312e-14
   Miranda 6.590000e+19 2.877056e+12 1.573192e+10 6.327075e-09 -3.261226e+03 1.340258e+04 5.440803e-15
     Ariel 1.350000e+21 2.877082e+12 1.580423e+10 6.327064e-09 -3.997181e+03 1.096232e+04 5.440735e-15
   Umbriel 1.170000e+21 2.877170e+12 1.582322e+10 6.327053e-09 -2.587292e+03 1.076295e+04 5.440536e-15
   Titania 3.420000e+21 2.877081e+12 1.525272e+10 6.327216e-09 3.482125e+03 7.840022e+03 5.440839e-15
    Oberon 3.000000e+21 2.877360e+12 1.608878e+10 6.326856e-09 -2.314613e+03 8.976186e+03 5.440034e-15
    Triton 2.140000e+22 4.503209e+12 1.278686e+10 1.633080e-09 -3.278232e+03 8.319347e+03 1.409571e-15
Asteroid_1 9.550021e+17 -1.001451e+10 4.731449e+10 -6.845783e+08 -5.131393e+04 -1.067702e+04 -5.652708e+02

# Step 640, Time: 2.304000e+06 s
Name Mass Px Py Pz Vx Vy Vz
       Sun 1.989000e+30 7.423529e+05 4.209736e+04 7.488461e-04 6.351596e-01 5.268432e-02 2.727568e-10
   Mercury 3.301000e+23 -1.937987e+10 5.442986e+10 6.679235e-04 -4.521537e+04 -1.602455e+04 -6.447169e-09
     Venus 4.867000e+24 7.933283e+10 7.349759e+10 3.261149e-04 -2.381445e+04 2.569943e+04 1.904984e-10
     Earth 5.972000e+24 1.340835e+11 6.634307e+10 8.826255e-05 -1.321279e+04 2.669700e+04 5.980242e-11
      Mars 6.417000e+23 2.211187e+11 5.512976e+10 1.896153e-05 -5.839210e+03 2.341407e+04 1.420004e-11
   Jupiter 1.898000e+27 7.779155e+11 3.015435e+10 3.473701e-07 -5.064631e+02 1.306018e+04 2.898878e-13
    Saturn 5.683000e+26 1.432830e+12 2.233654e+10 5.290027e-08 -1.481261e+02 9.680167e+03 4.494877e-14
    Uranus 8.681000e+25 2.876957e+12 1.569177e+10 6.346697e-09 -3.691283e+01 6.799745e+03 5.449660e-15
