# Step 0, Time: 0 s
Name Mass Px Py Pz Vx Vy Vz
     Venus 4.867000e+24 1.081947e+11 1.008562e+09 5.204925e-10 -3.265547e+02 3.501867e+04 3.212689e-14
     Earth 5.972000e+24 1.495972e+11 8.576594e+08 3.181088e-10 -1.708275e+02 2.977957e+04 1.963886e-14
      Mars 6.417000e+23 2.278988e+11 6.949429e+08 1.482426e-10 -7.360103e+01 2.412990e+04 9.153110e-15
   Jupiter 1.898000e+27 7.784999e+11 3.764160e+08 8.378789e-12 -6.305806e+00 1.307000e+04 5.173102e-16
    Saturn 5.683000e+26 1.433000e+12 2.787840e+08 1.600613e-12 -1.870263e+00 9.680000e+03 9.881549e-17
    Uranus 8.681000e+25 2.877000e+12 1.958400e+08 2.203876e-13 -4.631867e-01 6.800000e+03 1.360509e-17
   Neptune 1.024000e+26 4.503000e+12 1.563840e+08 5.978960e-14 -1.889944e-01 5.430000e+03 3.690880e-18
      Moon 7.342000e+22 -9.282988e+10 2.939239e+07 6.494724e-09 -3.235408e+06 1.020189e+03 5.589027e-13
    Phobos 1.070000e+16 -1.565002e+14 6.157440e+07 6.837430e-10 -5.434036e+09 2.138000e+03 2.374108e-14
    Deimos 1.480000e+15 -2.501014e+13 3.890880e+07 6.835888e-10 -8.684084e+08 1.351000e+03 2.373603e-14
        Io 8.930000e+22 -7.678785e+10 4.975545e+08 5.553129e-09 -2.679140e+06 1.726464e+04 4.531298e-13
    Europa 4.800000e+22 -2.831019e+10 3.715579e+08 3.688041e-09 -9.923631e+05 1.269862e+04 2.504140e-13
  Ganymede 1.480000e+23 5.232325e+10 -5.410572e+09 2.813899e-09 2.090395e+06 -2.159383e+05 1.485225e-13
  Callisto 1.080000e+23 -2.443936e+12 -3.442126e+12 5.957511e-07 -1.131465e+08 -1.593596e+08 2.756957e-11
     Titan 1.345000e+23 -2.199428e+12 -6.288618e+11 6.879685e-08 -8.728164e+07 -2.495563e+07 2.727578e-12
      Rhea 2.310000e+21 -4.853436e+10 2.415825e+08 4.323554e-09 -1.699001e+06 8.364802e+03 3.169899e-13
   Iapetus 1.810000e+21 -8.928843e+09 -2.612826e+08 3.480526e-09 -8.731501e+05 -2.685851e+04 2.342822e-13
     Dione 1.100000e+21 -9.633440e+10 2.922422e+08 6.687556e-09 -3.356936e+06 1.014392e+04 5.792512e-13
    Tethys 6.170000e+20 -1.578201e+11 3.267902e+08 1.000848e-08 -5.489703e+06 1.134604e+04 8.155350e-13
 Enceladus 1.080000e+20 -2.427302e+11 3.562295e+08 1.072991e-08 -8.436225e+06 1.236883e+04 6.639390e-13
     Mimas 3.750000e+19 -3.976480e+11 4.089531e+08 8.896240e-09 -1.381362e+07 1.419970e+04 4.319620e-13
   Miranda 6.590000e+19 -8.269657e+11 1.912316e+08 5.994542e-09 -2.871855e+07 6.639984e+03 2.411660e-13
     Ariel 1.350000e+21 -3.770859e+11 1.601248e+08 9.159979e-09 -1.309982e+07 5.559861e+03 4.540013e-13
   Umbriel 1.170000e+21 -1.942293e+11 1.341884e+08 1.077914e-08 -6.753044e+06 4.659135e+03 7.718558e-13
   Titania 3.420000e+21 -7.175407e+10 1.045043e+08 5.318377e-09 -2.504591e+06 3.625630e+03 4.270802e-13
    Oberon 3.000000e+21 -3.912188e+10 8.875477e+07 4.009035e-09 -1.371544e+06 3.064657e+03 2.835987e-13
    Triton 2.140000e+22 -1.087666e+11 1.263234e+08 7.490015e-09 -3.788087e+06 4.385222e+03 6.628268e-13
Asteroid_1 2.870850e+16 -1.065123e+11 -6.303001e+10 6.553438e+09 1.667826e+04 -2.818609e+04 -1.334884e+01

# Step 8, Time: 2.880000e+04 s
Name Mass Px Py Pz Vx Vy Vz
       Sun 1.989000e+30 3.315214e+05 2.671682e+05 3.846743e-09 1.223110e+01 1.035832e+01 2.137075e-13
   Mercury 3.301000e+23 5.787691e+10 1.550805e+09 1.332824e-09 -1.282914e+03 4.785473e+04 7.398500e-14
     Venus 4.867000e+24 1.081934e+11 1.134627e+09 6.506031e-10 -3.673731e+02 3.501829e+04 3.614183e-14
     Earth 5.972000e+24 1.495965e+11 9.648654e+08 3.976508e-10 -1.921807e+02 2.977945e+04 2.209500e-14
      Mars 6.417000e+23 2.278985e+11 7.818105e+08 1.853168e-10 -8.280115e+01 2.412987e+04 1.029839e-14
   Jupiter 1.898000e+27 7.784999e+11 4.234680e+08 1.047407e-11 -7.094032e+00 1.307000e+04 5.820230e-16
    Saturn 5.683000e+26 1.433000e+12 3.136320e+08 2.000837e-12 -2.104045e+00 9.680000e+03 1.111734e-16
    Uranus 8.681000e+25 2.877000e+12 2.203200e+08 2.754898e-13 -5.210851e-01 6.800000e+03 1.530616e-17
   Neptune 1.024000e+26 4.503000e+12 1.759320e+08 7.473795e-14 -2.126187e-01 5.430000e+03 4.152319e-18
      Moon 7.342000e+22 -1.044771e+11 3.306501e+07 9.103234e-09 -3.235353e+06 1.020172e+03 7.245860e-13
    Phobos 1.070000e+16 -1.760628e+14 6.927120e+07 7.692108e-10 -5.434036e+09 2.138000e+03 2.374108e-14
    Deimos 1.480000e+15 -2.813641e+13 4.377240e+07 7.690385e-10 -8.684084e+08 1.351000e+03 2.373603e-14
        Io 8.930000e+22 -8.643246e+10 5.597053e+08 7.649944e-09 -2.679059e+06 1.726411e+04 5.824487e-13
    Europa 4.800000e+22 -3.188055e+10 4.172448e+08 4.747966e-09 -9.917669e+05 1.269080e+04 2.944238e-13
  Ganymede 1.480000e+23 5.984805e+10 -6.187886e+09 3.382244e-09 2.090223e+06 -2.159205e+05 1.578737e-13
  Callisto 1.080000e+23 -2.851263e+12 -4.015821e+12 6.950015e-07 -1.131465e+08 -1.593596e+08 2.756957e-11
     Titan 1.345000e+23 -2.513641e+12 -7.187020e+11 7.861615e-08 -8.728164e+07 -2.495563e+07 2.727583e-12
      Rhea 2.310000e+21 -5.465003e+10 2.716921e+08 5.719950e-09 -1.698798e+06 8.363793e+03 3.878876e-13
   Iapetus 1.810000e+21 -1.205063e+10 -3.573420e+08 4.426658e-09 -8.671637e+05 -2.668318e+04 2.628143e-13
     Dione 1.100000e+21 -1.084192e+11 3.287598e+08 9.380203e-09 -3.356885e+06 1.014376e+04 7.479575e-13
    Tethys 6.170000e+20 -1.775829e+11 3.676358e+08 1.324185e-08 -5.489684e+06 1.134600e+04 8.981562e-13
 Enceladus 1.080000e+20 -2.731005e+11 4.007572e+08 1.316794e-08 -8.436217e+06 1.236882e+04 6.772299e-13
     Mimas 3.750000e+19 -4.473770e+11 4.600720e+08 1.045745e-08 -1.381361e+07 1.419969e+04 4.336695e-13
   Miranda 6.590000e+19 -9.303525e+11 2.151356e+08 6.863169e-09 -2.871855e+07 6.639984e+03 2.412855e-13
     Ariel 1.350000e+21 -4.242452e+11 1.801403e+08 1.080196e-08 -1.309982e+07 5.559859e+03 4.561069e-13
   Umbriel 1.170000e+21 -2.185402e+11 1.509612e+08 1.368597e-08 -6.753031e+06 4.659126e+03 8.074521e-13
   Titania 3.420000e+21 -8.077026e+10 1.175561e+08 7.285254e-09 -2.504498e+06 3.625496e+03 5.463546e-13
    Oberon 3.000000e+21 -4.405831e+10 9.978499e+07 5.235146e-09 -1.371232e+06 3.063951e+03 3.405865e-13
    Triton 2.140000e+22 -1.224036e+11 1.421100e+08 1.051070e-08 -3.788047e+06 4.385175e+03 8.390795e-13
Asteroid_1 2.870850e+16 -1.064522e+11 -6.313142e+10 6.553384e+09 1.670500e+04 -2.817027e+04 -1.499396e+01

# Step 9, Time: 3.240000e+04 s
Name Mass Px Py Pz Vx Vy Vz
       Sun 1.989000e+30 3.755570e+05 3.044582e+05 4.701572e-09 1.223210e+01 1.035832e+01 2.374523e-13
   Mercury 3.301000e+23 5.787178e+10 1.723068e+09 1.628678e-09 -1.425430e+03 4.785091e+04 8.218169e-14
     Venus 4.867000e+24 1.081919e+11 1.260692e+09 7.951671e-10 -4.081912e+02 3.501786e+04 4.015665e-14
     Earth 5.972000e+24 1.495958e+11 1.072071e+09 4.860360e-10 -2.135339e+02 2.977931e+04 2.455145e-14
      Mars 6.417000e+23 2.278982e+11 8.686779e+08 2.265150e-10 -9.200126e+01 2.412984e+04 1.144394e-14
   Jupiter 1.898000e+27 7.784998e+11 4.705200e+08 1.280236e-11 -7.882258e+00 1.307000e+04 6.467468e-16
    Saturn 5.683000e+26 1.433000e+12 3.484800e+08 2.445554e-12 -2.337828e+00 9.680000e+03 1.235326e-16
    Uranus 8.681000e+25 2.877000e+12 2.448000e+08 3.367162e-13 -5.789834e-01 6.800000e+03 1.700734e-17
   Neptune 1.024000e+26 4.503000e+12 1.954800e+08 9.134754e-14 -2.362430e-01 5.430000e+03 4.613776e-18
      Moon 7.342000e+22 -1.161243e+11 3.673757e+07 1.234628e-08 -3.235309e+06 1.020158e+03 9.008466e-13
    Phobos 1.070000e+16 -1.956253e+14 7.696800e+07 8.546787e-10 -5.434036e+09 2.138000e+03 2.374108e-14
    Deimos 1.480000e+15 -3.126268e+13 4.863600e+07 8.544882e-10 -8.684084e+08 1.351000e+03 2.373603e-14
        Io 8.930000e+22 -9.607684e+10 6.218546e+08 1.028579e-08 -2.678995e+06 1.726370e+04 7.321807e-13
    Europa 4.800000e+22 -3.544922e+10 4.629095e+08 5.979720e-09 -9.912969e+05 1.268466e+04 3.421539e-13
  Ganymede 1.480000e+23 6.737238e+10 -6.965151e+09 3.980494e-09 2.090092e+06 -2.159069e+05 1.661804e-13
  Callisto 1.080000e+23 -3.258591e+12 -4.589515e+12 7.942520e-07 -1.131465e+08 -1.593596e+08 2.756957e-11
     Titan 1.345000e+23 -2.827855e+12 -8.085423e+11 8.843546e-08 -8.728164e+07 -2.495563e+07 2.727586e-12
      Rhea 2.310000e+21 -6.076513e+10 3.017989e+08 7.410011e-09 -1.698638e+06 8.362998e+03 4.694614e-13
   Iapetus 1.810000e+21 -1.516059e+10 -4.530504e+08 5.483353e-09 -8.638772e+05 -2.658566e+04 2.935266e-13
     Dione 1.100000e+21 -1.205038e+11 3.652768e+08 1.269867e-08 -3.356844e+06 1.014364e+04 9.217960e-13
    Tethys 6.170000e+20 -1.973457e+11 4.084813e+08 1.666161e-08 -5.489669e+06 1.134597e+04 9.499334e-13
 Enceladus 1.080000e+20 -3.034709e+11 4.452850e+08 1.563459e-08 -8.436210e+06 1.236881e+04 6.851821e-13
     Mimas 3.750000e+19 -4.971060e+11 5.111909e+08 1.202256e-08 -1.381361e+07 1.419969e+04 4.347526e-13
   Miranda 6.590000e+19 -1.033739e+12 2.390395e+08 7.732085e-09 -2.871855e+07 6.639984e+03 2.413656e-13
     Ariel 1.350000e+21 -4.714046e+11 2.001558e+08 1.244873e-08 -1.309982e+07 5.559858e+03 4.574346e-13
   Umbriel 1.170000e+21 -2.428511e+11 1.677341e+08 1.666881e-08 -6.753021e+06 4.659119e+03 8.285660e-13
   Titania 3.420000e+21 -8.978619e+10 1.306075e+08 9.756702e-09 -2.504425e+06 3.625389e+03 6.865134e-13
    Oberon 3.000000e+21 -4.899386e+10 1.108132e+08 6.691500e-09 -1.370986e+06 3.063395e+03 4.045428e-13
    Triton 2.140000e+22 -1.360404e+11 1.578965e+08 1.410834e-08 -3.788015e+06 4.385138e+03 9.993433e-13
Asteroid_1 2.870850e+16 -1.063919e+11 -6.323278e+10 6.553324e+09 1.673173e+04 -2.815442e+04 -1.663907e+01

